CERT,REPDTE,BKCLASS,CALLFORM,DEPUNA,DEPUNINS,ACTEVT
13000,20100331,NM,41,0,12932,
13006,20100331,NM,41,0,45737,811
13011,20100331,NM,41,0,7754,
13012,20100331,N,41,540092,540092,810
13017,20100331,NM,41,0,7762,
13018,20100331,NM,41,0,3205,
13020,20100331,NM,41,0,6593,
13022,20100331,NM,41,0,451,810
13023,20100331,NM,41,0,110560,
13025,20100331,NM,41,0,23164,
13029,20100331,NM,41,0,6513,
13030,20100331,NM,41,0,3607,
13032,20100331,NM,41,0,11066,
13033,20100331,SM,41,0,8089,
13046,20100331,NM,41,0,21140,
13054,20100331,NM,41,0,204,
13055,20100331,NM,41,0,73291,
13058,20100331,N,41,0,3791,
13060,20100331,SM,41,123882,123882,
13063,20100331,SI,41,0,42776,
13068,20100331,SM,41,0,17368,
13071,20100331,SM,41,0,54564,
13074,20100331,SB,100,3549887,3549887,810
13080,20100331,N,41,0,19715,
13081,20100331,SM,41,0,7325,
13083,20100331,NM,41,0,24610,
13084,20100331,NM,41,0,28632,
13099,20100331,NM,41,0,21222,
13102,20100331,SM,41,947890,947890,
13104,20100331,SM,41,0,2032,
13107,20100331,NM,41,0,36502,
13109,20100331,NM,41,0,55290,
13110,20100331,SM,41,0,5415,
13111,20100331,SM,41,0,30680,
13112,20100331,NM,41,0,14765,
13113,20100331,NM,41,0,12046,
13130,20100331,SM,41,0,83025,
13147,20100331,NM,41,0,32505,
13150,20100331,SM,41,0,155152,
13157,20100331,NM,41,0,14919,
13167,20100331,NM,41,0,15061,
13168,20100331,SM,41,0,6288,
13170,20100331,NM,41,0,0,
13177,20100331,NM,41,0,71866,
13179,20100331,SM,41,0,25076,
13195,20100331,NM,41,0,9572,
13196,20100331,NM,41,0,10020,
13198,20100331,NM,41,0,20910,
131,20100331,N,41,258854,258854,810
13202,20100331,NM,41,0,6040,
13206,20100331,NM,41,0,2176,
13209,20100331,NM,41,0,6521,
13216,20100331,NM,41,0,32814,
13220,20100331,NM,41,0,39170,
13223,20100331,NM,41,0,8939,
13232,20100331,NM,41,0,22524,
13240,20100331,NM,41,0,17318,
13242,20100331,NM,41,0,8006,
13249,20100331,SM,41,0,13414,
13251,20100331,NM,41,0,1988,
13255,20100331,N,41,0,45151,
13257,20100331,SM,41,0,935,
13264,20100331,NM,41,0,11915,
13272,20100331,NM,41,0,3908,
13273,20100331,NM,41,0,59623,
13274,20100331,SM,41,0,13405,
13290,20100331,NM,41,0,9667,
13292,20100331,NM,41,0,195185,
13297,20100331,SM,41,0,114592,
13303,20100331,NM,41,0,46422,
13305,20100331,NM,41,0,18360,
1331,20100331,NM,41,502574,502574,
13339,20100331,SM,41,0,74300,810
13341,20100331,SM,41,0,46097,
13351,20100331,NM,41,0,32013,
13366,20100331,SM,41,0,15710,
13380,20100331,NM,41,0,10239,
13381,20100331,NM,41,0,3370,810
13382,20100331,NM,41,0,14782,
13397,20100331,NM,41,0,51336,
13407,20100331,NM,41,0,70113,
13408,20100331,NM,41,0,72766,810
13411,20100331,NM,41,0,12347,810
13413,20100331,NM,41,0,5796,
13415,20100331,NM,41,0,3187,
13416,20100331,NM,41,0,4319,
13421,20100331,NM,41,207628,207628,810
13425,20100331,N,41,480271,480271,811
13430,20100331,SM,41,0,2965,
13446,20100331,SM,41,0,4964,
13450,20100331,NM,41,0,10088,
13454,20100331,NM,41,0,7346,
134,20100331,NM,41,0,27881,
13551,20100331,NM,41,0,3818,
13561,20100331,SM,41,0,6247,
13563,20100331,NM,41,0,2089,
13565,20100331,NM,41,0,42046,
13567,20100331,N,41,0,1148,
13578,20100331,NM,41,0,828,
13580,20100331,NM,41,0,6064,
13582,20100331,NM,41,0,722,
13584,20100331,NM,41,0,4425,
13585,20100331,SM,41,0,2943,
13599,20100331,N,41,0,14496,
13600,20100331,NM,41,0,4758,
13603,20100331,NM,41,0,1951,
13611,20100331,NM,41,0,172,
13616,20100331,NM,41,0,4108,
1361,20100331,NM,41,0,5570,810
13622,20100331,NM,41,0,9190,
13625,20100331,NM,41,0,10191,810
13632,20100331,NM,41,0,30659,
1364,20100331,NM,41,0,4847,
13652,20100331,NM,41,0,4338,
13654,20100331,NM,41,0,11774,
13655,20100331,NM,41,0,686,
13656,20100331,NM,41,0,15951,
1365,20100331,NM,41,0,52222,
13662,20100331,NM,41,0,4120,
13664,20100331,NM,41,0,13214,
13669,20100331,NM,41,0,2751,
13675,20100331,N,41,1794304,1794304,811
13680,20100331,NM,41,0,4875,
13682,20100331,N,41,0,74056,
13692,20100331,NM,41,0,2860,
13696,20100331,NM,41,0,303,
13697,20100331,NM,41,0,1668,
13703,20100331,N,41,0,40591,
13710,20100331,NM,41,0,1768,
13712,20100331,NM,41,0,12723,
13715,20100331,NM,41,0,4692,
13716,20100331,NM,41,0,43028,
13718,20100331,N,31,810000,810000,
13722,20100331,NM,41,0,5620,
13723,20100331,NM,41,0,2384,
13729,20100331,NM,41,0,650,
1372,20100331,NM,41,0,10801,
13735,20100331,NM,41,0,9759,
13736,20100331,NM,41,0,2832,
13737,20100331,NM,41,0,14325,
1373,20100331,NM,41,0,19137,
13748,20100331,N,41,0,14136,
1374,20100331,NM,41,0,7059,
13753,20100331,NM,41,0,9412,
1376,20100331,NM,41,0,38376,
13774,20100331,NM,41,0,1944,
13775,20100331,NM,41,0,10844,
1377,20100331,NM,41,0,4308,
13784,20100331,N,41,0,4933,
13787,20100331,SM,41,0,2580,
13788,20100331,NM,41,0,1738,
13794,20100331,NM,41,0,4225,
13796,20100331,NM,41,0,8893,
13798,20100331,N,41,0,13980,
13801,20100331,NM,41,0,13127,
13802,20100331,SM,41,0,2383,
13809,20100331,N,41,0,4255,
1380,20100331,NM,41,0,9002,
13813,20100331,N,41,0,9956,
13816,20100331,N,41,0,13002,
13819,20100331,NM,41,0,4470,
13821,20100331,SM,41,0,15781,
13832,20100331,NM,41,0,1999,
13836,20100331,N,41,0,859,
13838,20100331,SM,41,0,44523,
1383,20100331,NM,41,0,7725,
13841,20100331,N,41,0,1920,
13843,20100331,NM,41,0,26417,
13853,20100331,N,41,0,17569,
13857,20100331,SM,41,0,0,
13868,20100331,SM,41,0,13449,810
1386,20100331,NM,41,0,114,
13876,20100331,NM,41,235000,235000,
13879,20100331,NM,41,0,83090,
13881,20100331,NM,41,0,20463,
13883,20100331,NM,41,0,6894,
13887,20100331,NM,41,0,28339,
1388,20100331,NM,41,0,1575,
13892,20100331,NM,41,0,1798,
13897,20100331,NM,41,0,9179,
1389,20100331,NM,41,0,7488,
13902,20100331,NM,41,0,398,
13905,20100331,N,41,0,43058,
13908,20100331,N,41,263447,263447,810
1390,20100331,NM,41,0,13129,
13915,20100331,NM,41,0,3690,
13919,20100331,N,41,0,29459,
1391,20100331,NM,41,0,1772,
13926,20100331,NM,41,0,1999,
13931,20100331,NM,41,0,2708,
13946,20100331,NM,41,0,18886,
13947,20100331,NM,41,0,48486,
13951,20100331,NM,41,0,62771,
13953,20100331,SM,41,0,49719,
13955,20100331,NM,41,0,5386,
13956,20100331,SM,41,0,3806,
13957,20100331,NM,41,0,4106,
13959,20100331,NM,41,0,123,
13960,20100331,NM,41,0,3861,
13962,20100331,SM,41,0,2606,
1396,20100331,NM,41,0,1967,
13983,20100331,N,41,0,2017,
13986,20100331,N,41,0,3402,
1398,20100331,NM,41,0,18938,810
13990,20100331,NM,41,0,1444,
13992,20100331,NM,41,0,520,
13999,20100331,NM,41,0,608,
1399,20100331,NM,41,0,46515,810
14009,20100331,SM,41,0,34905,
14015,20100331,NM,41,0,984,
14017,20100331,NM,41,0,12866,
1401,20100331,NM,41,0,542,
14023,20100331,NM,41,0,60879,
14024,20100331,NM,41,0,2218,
14025,20100331,NM,41,0,9896,
14026,20100331,NM,41,0,11766,
14028,20100331,NM,41,0,303634,
14029,20100331,NM,41,0,24584,
1402,20100331,NM,41,0,81125,810
14036,20100331,SM,41,0,22428,
14051,20100331,N,41,0,6058,
14056,20100331,NM,41,0,20682,
14058,20100331,NM,41,0,380,
14061,20100331,NM,41,0,6656,
14065,20100331,NM,41,0,54482,
14069,20100331,NM,41,0,0,
1406,20100331,NM,41,0,8621,
14073,20100331,N,41,0,12629,
14078,20100331,NM,41,0,102702,
14079,20100331,N,41,0,14347,
14083,20100331,NM,41,0,422,
14084,20100331,NM,41,0,1869,
14085,20100331,SM,41,0,4387,
14095,20100331,N,41,0,18598,
14096,20100331,N,41,0,324,
1409,20100331,NM,41,0,1048,
14102,20100331,SM,41,0,6153,
1410,20100331,NM,41,0,9682,
14113,20100331,NM,41,0,19779,
14134,20100331,SI,41,0,23360,810
14136,20100331,SI,41,0,3090,
1413,20100331,NM,41,2191,2191,
14140,20100331,SI,41,0,22934,
1414,20100331,NM,41,346677,346677,810
14158,20100331,NM,41,0,44945,
1415,20100331,SB,100,,11576,
14168,20100331,NM,41,0,17120,
1416,20100331,NM,41,0,2007,
14178,20100331,NM,41,0,4039,
1417,20100331,N,41,0,18895,
14184,20100331,NM,41,0,19198,
14185,20100331,NM,41,0,45556,
1418,20100331,NM,41,0,14148,
14194,20100331,NM,41,0,14565,
14195,20100331,NM,41,0,5263,
1419,20100331,NM,41,0,1835,
14200,20100331,NM,41,0,23329,
14207,20100331,NM,41,0,78035,
14208,20100331,SM,41,0,7599,
14209,20100331,NM,41,0,73767,
1421,20100331,NM,41,0,1884,
14222,20100331,SM,41,0,64776,
14225,20100331,N,41,0,7234,
14230,20100331,NM,41,0,2767,
14240,20100331,NM,41,0,57945,
14246,20100331,NM,41,0,14592,
14247,20100331,NM,41,0,11016,
14251,20100331,NM,41,0,6222,
14260,20100331,NM,41,0,8694,
14264,20100331,NM,41,0,5087,
14266,20100331,N,41,0,69261,810
14267,20100331,NM,41,0,37380,
14269,20100331,NM,41,0,14767,
1426,20100331,NM,41,0,59157,
14273,20100331,NM,41,0,24148,
14275,20100331,NM,41,0,1061,
14276,20100331,NM,41,0,24398,
1427,20100331,NM,41,0,6557,
14281,20100331,SM,41,0,2210,
14291,20100331,SM,41,0,8879,
14293,20100331,NM,41,0,5542,
14311,20100331,NM,41,0,4524,
14312,20100331,SM,41,0,35224,
14313,20100331,NM,41,0,963,
14315,20100331,NM,41,0,15746,
14316,20100331,NM,41,0,1912,
14318,20100331,N,41,266730,266730,
14321,20100331,SM,41,0,16708,
14326,20100331,NM,41,0,4261,
14327,20100331,NM,41,0,7087,
14331,20100331,SM,41,0,22478,
14333,20100331,NM,41,0,40269,
14334,20100331,NM,41,0,51552,
14344,20100331,SM,41,0,2587,
14345,20100331,SM,41,0,5895,
14349,20100331,NM,41,0,6535,
1434,20100331,SM,41,0,1827,
14352,20100331,NM,41,0,4981,
14353,20100331,NM,41,0,2785,
14355,20100331,N,41,50600,50600,
14357,20100331,N,41,0,4323,
14359,20100331,NM,41,0,42101,
1435,20100331,NM,41,0,8152,
14361,20100331,NM,41,0,17448,
1436,20100331,NM,41,0,200,
14370,20100331,N,41,0,32591,
14372,20100331,N,41,308338,308338,810
14382,20100331,NM,41,0,19602,810
1438,20100331,NM,41,0,4355,
14392,20100331,NM,41,0,9151,
14399,20100331,N,41,0,4551,
1439,20100331,NM,41,0,3196,
14400,20100331,N,41,0,2916,
14404,20100331,N,41,0,1171,
14410,20100331,NM,41,0,37083,
14411,20100331,NM,41,0,689,
14413,20100331,SM,41,0,15642,
14415,20100331,NM,41,0,3503,
14420,20100331,N,41,0,23369,
14427,20100331,N,41,0,13237,
14445,20100331,NM,41,0,32517,
14468,20100331,N,41,0,3914,
14471,20100331,NM,41,0,17397,
14485,20100331,NM,41,0,1619,
14488,20100331,NM,41,0,11982,
14491,20100331,SM,41,0,6388,
14492,20100331,NM,41,0,6360,
14498,20100331,NM,41,0,3367,
14507,20100331,NM,41,0,26934,
14508,20100331,N,41,0,12754,
14513,20100331,N,41,0,20504,
14521,20100331,SM,41,0,12063,
14522,20100331,NM,41,0,7162,
14523,20100331,NM,41,0,4670,
14528,20100331,N,41,0,29204,
14530,20100331,SM,41,0,134295,
14531,20100331,N,41,791407,791407,
14534,20100331,N,41,0,6665,
14538,20100331,SM,41,0,6965,
14546,20100331,NM,41,0,49938,
14552,20100331,NM,41,0,5072,
14556,20100331,NM,41,0,4378,
14560,20100331,NM,41,0,1601,
14561,20100331,NM,41,0,2722,
14562,20100331,SM,41,0,35155,
14567,20100331,N,41,0,29816,
14573,20100331,NM,41,0,10578,
14574,20100331,NM,41,0,1706,
14578,20100331,NM,41,0,49974,
14580,20100331,NM,41,0,63526,
14581,20100331,NM,41,0,3939,
14583,20100331,N,41,0,18886,
14584,20100331,N,41,0,14925,
14587,20100331,NM,41,0,54474,
14597,20100331,NM,41,0,13516,
14604,20100331,NM,41,0,3188,
14619,20100331,N,41,0,18683,
14629,20100331,NM,41,0,33352,
14633,20100331,NM,41,0,47980,
14636,20100331,SM,41,0,3553,
14639,20100331,NM,41,0,919,
14642,20100331,NM,41,0,5285,
14644,20100331,N,41,0,68784,
14646,20100331,N,41,0,104689,
14649,20100331,NM,41,0,8308,
1464,20100331,NM,41,0,4840,
14650,20100331,NM,41,267256,267256,
14660,20100331,NM,41,0,39041,
14662,20100331,NM,41,0,15441,
14674,20100331,N,41,0,16806,
14679,20100331,NM,41,0,70754,
14689,20100331,NM,41,0,12353,
1468,20100331,SM,41,0,8768,
14690,20100331,NM,41,0,15368,
14692,20100331,NM,41,0,25304,
14693,20100331,NM,41,0,0,
14694,20100331,NM,41,0,13956,
14695,20100331,NM,41,0,21717,
14701,20100331,NM,41,0,26028,
14704,20100331,NM,41,0,21856,
14705,20100331,NM,41,0,15155,
14706,20100331,NM,41,0,7424,
14712,20100331,N,41,0,110367,
14714,20100331,NM,41,0,9662,
14720,20100331,NM,41,0,27951,
14722,20100331,NM,41,0,16478,
14730,20100331,N,41,0,13210,
14731,20100331,N,41,0,8728,
14735,20100331,NM,41,0,2571,
14736,20100331,N,41,0,43031,
14744,20100331,NM,41,0,1093,
14749,20100331,NM,41,0,5126,
1475,20100331,NM,41,0,4598,
14761,20100331,N,41,0,8752,
14769,20100331,NM,41,0,22158,
14772,20100331,NM,41,0,11350,
14773,20100331,NM,41,0,2515,
14775,20100331,N,41,0,5200,
14776,20100331,NM,41,0,12092,
14778,20100331,NM,41,0,67759,
14779,20100331,N,41,0,15066,
14783,20100331,NM,41,0,1751,
14785,20100331,NM,41,0,3012,
14790,20100331,NM,41,0,7098,
14794,20100331,NM,41,0,1077,
1479,20100331,NM,41,251448,251448,
147,20100331,NM,41,0,56437,
14801,20100331,N,41,0,29180,
14807,20100331,NM,41,0,13816,
14808,20100331,SM,41,370078,370078,810
14809,20100331,NM,41,0,5898,
1480,20100331,NM,41,0,10719,
14812,20100331,NM,41,0,18048,
14816,20100331,NM,41,0,44524,
14820,20100331,N,41,0,1758,
14823,20100331,NM,41,0,5956,
14832,20100331,N,41,44891,44891,810
14836,20100331,N,41,0,31958,
14843,20100331,NM,41,59693,59693,
1484,20100331,NM,41,0,5220,
14851,20100331,NM,41,0,77287,
14853,20100331,N,41,0,251,
14857,20100331,NM,41,0,6273,
14861,20100331,N,41,0,38608,
14863,20100331,N,41,0,10774,
14864,20100331,N,41,0,16400,
14867,20100331,NM,41,0,9734,
14868,20100331,NM,41,0,2055,
14869,20100331,NM,41,0,39995,
1487,20100331,SM,41,0,161405,
14883,20100331,SM,41,0,13169,
14885,20100331,NM,41,0,99373,
14894,20100331,NM,41,0,8869,
14898,20100331,NM,41,0,10865,
14899,20100331,SM,41,0,20106,
148,20100331,NM,41,0,19823,
14904,20100331,NM,41,0,2883,
14907,20100331,NM,41,0,4072,
1490,20100331,NM,41,0,14684,
14911,20100331,NM,41,0,7644,
14912,20100331,NM,41,0,1575,
14913,20100331,SM,41,0,22196,
14914,20100331,NM,41,0,2253,
14920,20100331,SM,41,0,2579,
14922,20100331,N,41,0,9849,
14924,20100331,N,41,0,38676,
14926,20100331,NM,41,0,3445,
14929,20100331,NM,41,0,27144,
14930,20100331,NM,41,0,17445,
14936,20100331,NM,41,0,5920,
14939,20100331,NM,41,0,41928,
14944,20100331,SM,41,0,410,
14945,20100331,NM,41,0,954,
14952,20100331,NM,41,0,12435,
14960,20100331,NM,41,0,1498,
14966,20100331,N,41,0,74841,
14969,20100331,N,41,0,56514,
14973,20100331,SM,41,0,14613,
14974,20100331,NM,41,0,32282,
1497,20100331,NM,41,0,58478,
14980,20100331,NM,41,0,15950,
14982,20100331,NM,41,0,6234,
14991,20100331,NM,41,0,14943,
14994,20100331,NM,41,0,19661,
14995,20100331,NM,41,0,25627,
14999,20100331,NM,41,0,2043,
149,20100331,NM,41,0,15210,
14,20100331,SM,31,21300269,21300269,
15008,20100331,N,41,0,2062,
15009,20100331,NM,41,0,536,
1500,20100331,NM,41,0,125425,
15010,20100331,NM,41,0,7310,
15011,20100331,NM,41,0,4118,
15014,20100331,NM,41,0,99,
15019,20100331,NM,41,919428,919428,811
15032,20100331,NM,41,0,70354,
15035,20100331,NM,41,0,9936,
15038,20100331,NM,41,0,13364,
15046,20100331,NM,41,0,17409,
15050,20100331,NM,41,0,37164,
15057,20100331,NM,41,0,4508,
15059,20100331,N,41,0,31676,
15062,20100331,NM,41,0,87,
15064,20100331,NM,41,0,3181,
15068,20100331,NM,41,0,2805,
15077,20100331,NM,41,0,12927,
15078,20100331,N,41,0,2099,
15083,20100331,NM,41,0,950,
15085,20100331,NM,41,0,81866,
15091,20100331,NM,41,0,95014,810
15092,20100331,NM,41,0,5978,
15093,20100331,NM,41,0,9824,
15098,20100331,NM,41,0,796,
15101,20100331,NM,41,0,3915,
15104,20100331,NM,41,0,12163,
15105,20100331,NM,41,0,4782,
15110,20100331,NM,41,0,0,
15111,20100331,NM,41,0,10098,
15113,20100331,NM,41,0,2311,
15116,20100331,NM,41,0,4083,
15118,20100331,NM,41,0,15814,
15121,20100331,NM,41,0,69407,
15123,20100331,NM,41,0,788,
15126,20100331,NM,41,0,1530,
15127,20100331,NM,41,0,1636,
15130,20100331,NM,41,0,200,
15136,20100331,NM,41,0,85971,
1513,20100331,NM,41,0,14902,
15142,20100331,SM,41,0,5200,
15145,20100331,NM,41,0,3459,
15146,20100331,NM,41,0,7209,
15149,20100331,N,41,0,32746,810
15152,20100331,NM,41,0,3179,
15158,20100331,NM,41,0,34995,
15164,20100331,NM,41,0,11147,
15165,20100331,NM,41,0,7770,
15169,20100331,NM,41,0,40563,
15173,20100331,SM,41,0,370,
15174,20100331,NM,41,0,4644,
15177,20100331,SM,41,0,29826,
1517,20100331,SM,41,0,2918,
15183,20100331,NM,41,0,17850,
15185,20100331,NM,41,0,13428,
15186,20100331,NM,41,0,1967,
15188,20100331,NM,41,0,5554,
15189,20100331,NM,41,0,946,
15194,20100331,NM,41,0,30961,
151,20100331,NM,41,0,39949,
15200,20100331,NM,41,0,19298,810
15204,20100331,NM,41,0,351,
15205,20100331,NM,41,0,0,
15206,20100331,NM,41,0,68138,
1520,20100331,NM,41,0,106232,
15214,20100331,N,41,0,3627,
15216,20100331,NM,41,0,11918,
15219,20100331,NM,41,287664,287664,
15228,20100331,NM,41,0,24225,
15229,20100331,NM,41,0,167819,
1522,20100331,NM,41,0,13502,
15231,20100331,NM,41,0,27652,
15233,20100331,NM,41,0,23517,
15237,20100331,NM,41,0,10614,
1523,20100331,NM,41,0,9880,
15241,20100331,N,41,0,40037,
15242,20100331,NM,41,0,35253,811
15243,20100331,SM,41,0,80128,
15249,20100331,NM,41,0,1050,
15254,20100331,NM,41,0,159,
15255,20100331,NM,41,0,453,
15257,20100331,NM,41,0,2446,
15258,20100331,NM,41,0,4802,
15259,20100331,NM,41,0,436,
15261,20100331,NM,41,0,46379,
15262,20100331,NM,41,0,16063,
15264,20100331,NM,41,0,8359,
15267,20100331,NM,41,0,1052,
15270,20100331,NM,41,0,897,
15271,20100331,NM,41,0,32640,
15272,20100331,NM,41,0,35936,
1527,20100331,NM,41,0,51610,
15282,20100331,NM,41,0,5968,
15285,20100331,NM,41,0,1668,
15286,20100331,NM,41,0,29489,
15289,20100331,NM,41,955338,955338,
1528,20100331,SM,41,0,87913,810
15296,20100331,SM,41,0,21224,
15300,20100331,NM,41,0,54778,
15305,20100331,NM,41,0,36835,
15306,20100331,NM,41,0,8385,
15308,20100331,NM,41,0,1736,
15310,20100331,NM,41,261473,261473,
15311,20100331,NM,41,0,3016,
15312,20100331,SM,41,0,7332,
15317,20100331,N,41,0,8653,
15320,20100331,NM,41,0,4935,
15321,20100331,NM,41,0,32122,
15323,20100331,NM,41,0,26599,
15324,20100331,NM,41,0,48565,
15326,20100331,NM,41,0,7694,
15328,20100331,NM,41,0,3327,
15329,20100331,NM,41,0,1300,
15333,20100331,NM,41,0,12875,
15334,20100331,SM,41,0,10021,810
15336,20100331,NM,41,0,19162,
15345,20100331,N,41,0,10633,
15346,20100331,NM,41,0,4565,
15347,20100331,NM,41,0,11239,
15348,20100331,SM,41,0,4258,
15352,20100331,NM,41,0,3002,
15353,20100331,NM,41,0,862,
15354,20100331,SM,41,0,3079,
15355,20100331,NM,41,0,7301,
15359,20100331,NM,41,209195,209195,
15362,20100331,SM,41,0,952,
15363,20100331,NM,41,0,2821,
15364,20100331,NM,41,0,2815,
15367,20100331,NM,41,0,4588,
15369,20100331,NM,41,0,584,
1536,20100331,NM,41,508288,508288,
15375,20100331,NM,41,0,2643,
15384,20100331,NM,41,0,65329,
15397,20100331,SM,41,0,29113,
15399,20100331,NM,41,537456,537456,810
15405,20100331,NM,41,0,11879,
15414,20100331,NM,41,0,17453,
15415,20100331,NM,41,0,4139,
15417,20100331,NM,41,0,1602,
15423,20100331,NM,41,0,6744,
15426,20100331,NM,41,0,1180,
15427,20100331,NM,41,0,15135,
15431,20100331,SM,41,0,1299,
15432,20100331,NM,41,0,557,
15437,20100331,SM,41,0,64257,820
15440,20100331,NM,41,0,7780,
15441,20100331,NM,41,0,2501,
15442,20100331,NM,41,0,9607,
15443,20100331,NM,41,0,14827,
15444,20100331,NM,41,0,118667,
1545,20100331,N,41,0,99241,
15460,20100331,NM,41,0,2389,
15463,20100331,NM,41,0,10967,
15465,20100331,NM,41,0,56153,
15466,20100331,NM,41,0,75570,
15469,20100331,NM,41,0,1029,
15471,20100331,NM,41,0,4181,
15472,20100331,NM,41,0,8791,
15477,20100331,NM,41,0,37722,
15478,20100331,NM,41,0,13923,811
1547,20100331,NM,41,0,7620,
15480,20100331,NM,41,0,5101,
15484,20100331,N,41,0,4193,
15489,20100331,NM,41,0,48718,
15492,20100331,NM,41,0,2422,
15496,20100331,NM,41,0,60574,
15501,20100331,NM,41,0,9676,
15503,20100331,SM,41,0,9981,
15504,20100331,NM,41,2095530,2095530,810
1550,20100331,SM,41,0,14035,
15510,20100331,SM,41,0,19040,
15511,20100331,NM,41,0,75042,
15513,20100331,NM,41,0,7977,
15519,20100331,NM,41,0,7963,
15523,20100331,NM,41,0,19809,
15529,20100331,N,41,0,81522,
1552,20100331,SM,41,0,24667,
15532,20100331,NM,41,0,7874,
15539,20100331,NM,41,0,10148,
1553,20100331,NM,41,0,25040,
15545,20100331,NM,41,0,5635,
15546,20100331,NM,41,0,13497,
15547,20100331,NM,41,0,11758,
15555,20100331,SM,41,0,69925,
15562,20100331,SM,41,0,85708,
15565,20100331,NM,41,0,10998,810
15566,20100331,NM,41,0,19431,810
1556,20100331,NM,41,0,961,
15572,20100331,N,41,0,95316,
15575,20100331,NM,41,0,1086,
15578,20100331,NM,41,0,1794,
15580,20100331,NM,41,0,28370,
15584,20100331,NM,41,0,33638,
15585,20100331,NM,41,0,3150,
15586,20100331,NM,41,0,16873,
15590,20100331,NM,41,0,3783,
15591,20100331,SM,41,0,52823,
15593,20100331,NM,41,0,2459,
15597,20100331,NM,41,0,1638,
15598,20100331,NM,41,0,4703,
155,20100331,NM,41,0,5997,
15604,20100331,NM,41,0,10837,
15606,20100331,NM,41,0,2698,
15608,20100331,NM,41,0,51473,
15610,20100331,NM,41,0,17440,
15611,20100331,NM,41,0,6203,
15614,20100331,NM,41,355907,355907,
15616,20100331,N,41,0,4200,
15621,20100331,NM,41,0,4836,
15629,20100331,NM,41,0,11002,
1562,20100331,NM,41,0,3219,
15630,20100331,N,41,0,7988,
15632,20100331,NM,41,0,67694,
15640,20100331,NM,41,248092,248092,810
15642,20100331,SM,41,0,6091,
15647,20100331,NM,41,0,106157,
15651,20100331,NM,41,0,13859,
15657,20100331,NM,41,0,35290,
15663,20100331,NM,41,0,119586,
15664,20100331,NM,41,0,8029,
15669,20100331,NM,41,0,19825,
1566,20100331,NM,41,0,15256,
15671,20100331,NM,41,0,25571,
15673,20100331,NM,41,0,21643,
15675,20100331,NM,41,0,25076,
15684,20100331,NM,41,0,66184,
15685,20100331,NM,41,0,17642,
