Repeat,Metric,Comparison,Difference
720,MAE difference (pp),MLP minus Ridge,-0.043595343287074595
720,MAE difference (pp),Seasonal median minus Zero growth,-0.10315512290969941
721,Precision difference (pp),Ridge minus Size-only Ridge,1.7549538159210316
721,Precision difference (pp),MLP minus Ridge,1.706414509606677
721,MAE difference (pp),MLP minus Zero growth,0.0377176922862934
721,MAE difference (pp),MLP minus Ridge,-0.0019959324062361894
721,MAE difference (pp),Seasonal median minus Zero growth,-0.11159397087448442
722,Precision difference (pp),Ridge minus Size-only Ridge,4.916425907771255
722,Precision difference (pp),MLP minus Ridge,-2.0423696187041567
722,MAE difference (pp),MLP minus Zero growth,0.008911862309138208
722,MAE difference (pp),MLP minus Ridge,-0.0069751127154868975
722,MAE difference (pp),Seasonal median minus Zero growth,-0.11757541265607596
723,Precision difference (pp),Ridge minus Size-only Ridge,5.370417163299734
723,Precision difference (pp),MLP minus Ridge,-2.276514657484849
723,MAE difference (pp),MLP minus Zero growth,0.05143797349410795
723,MAE difference (pp),MLP minus Ridge,-0.006172726981869214
723,MAE difference (pp),Seasonal median minus Zero growth,-0.09386671102082467
724,Precision difference (pp),Ridge minus Size-only Ridge,3.385780424763854
724,Precision difference (pp),MLP minus Ridge,0.6029690769863427
724,MAE difference (pp),MLP minus Zero growth,0.02546477104345435
724,MAE difference (pp),MLP minus Ridge,-0.018838870253665707
724,MAE difference (pp),Seasonal median minus Zero growth,-0.09938188567488959
725,Precision difference (pp),Ridge minus Size-only Ridge,2.250872759519779
725,Precision difference (pp),MLP minus Ridge,-0.12693792027393402
725,MAE difference (pp),MLP minus Zero growth,0.027808547512533366
725,MAE difference (pp),MLP minus Ridge,0.0059220620887621145
725,MAE difference (pp),Seasonal median minus Zero growth,-0.10217141417427822
726,Precision difference (pp),Ridge minus Size-only Ridge,3.081466750284001
726,Precision difference (pp),MLP minus Ridge,-0.13630320113539318
726,MAE difference (pp),MLP minus Zero growth,0.021096598865283145
726,MAE difference (pp),MLP minus Ridge,-0.025562846737303246
726,MAE difference (pp),Seasonal median minus Zero growth,-0.10219675043440812
727,Precision difference (pp),Ridge minus Size-only Ridge,2.7289609398005426
727,Precision difference (pp),MLP minus Ridge,0.6323538963421055
727,MAE difference (pp),MLP minus Zero growth,0.004757755349435566
727,MAE difference (pp),MLP minus Ridge,-0.030043274614746984
727,MAE difference (pp),Seasonal median minus Zero growth,-0.09793127931637313
728,Precision difference (pp),Ridge minus Size-only Ridge,0.9070731421841838
728,Precision difference (pp),MLP minus Ridge,1.172989541595462
728,MAE difference (pp),MLP minus Zero growth,0.0012460070475519558
728,MAE difference (pp),MLP minus Ridge,-0.03748749160753784
728,MAE difference (pp),Seasonal median minus Zero growth,-0.09910885913997358
729,Precision difference (pp),Ridge minus Size-only Ridge,3.7556595728008095
729,Precision difference (pp),MLP minus Ridge,-0.5577842877560801
729,MAE difference (pp),MLP minus Zero growth,0.04484590483924267
729,MAE difference (pp),MLP minus Ridge,-0.014568173250300909
729,MAE difference (pp),Seasonal median minus Zero growth,-0.1025700129325231
730,Precision difference (pp),Ridge minus Size-only Ridge,4.626358322803137
730,Precision difference (pp),MLP minus Ridge,0.42729134351437714
730,MAE difference (pp),MLP minus Zero growth,0.0392099531298058
730,MAE difference (pp),MLP minus Ridge,-0.025642504921800313
730,MAE difference (pp),Seasonal median minus Zero growth,-0.09738464113323753
731,Precision difference (pp),Ridge minus Size-only Ridge,3.6852195741276796
731,Precision difference (pp),MLP minus Ridge,-0.23866927644834723
731,MAE difference (pp),MLP minus Zero growth,0.02031946322886924
731,MAE difference (pp),MLP minus Ridge,-0.03521361191075956
731,MAE difference (pp),Seasonal median minus Zero growth,-0.09967775725132544
732,Precision difference (pp),Ridge minus Size-only Ridge,2.186431151836926
732,Precision difference (pp),MLP minus Ridge,-1.0119398768264176
732,MAE difference (pp),MLP minus Zero growth,0.07325324497166541
732,MAE difference (pp),MLP minus Ridge,0.002440310798894618
732,MAE difference (pp),Seasonal median minus Zero growth,-0.08699690486768752
733,Precision difference (pp),Ridge minus Size-only Ridge,3.304139384846916
733,Precision difference (pp),MLP minus Ridge,0.7251436536178546
733,MAE difference (pp),MLP minus Zero growth,0.07738534307454437
733,MAE difference (pp),MLP minus Ridge,0.023282139056389095
733,MAE difference (pp),Seasonal median minus Zero growth,-0.09534675264414227
734,Precision difference (pp),Ridge minus Size-only Ridge,0.9043990260236945
734,Precision difference (pp),MLP minus Ridge,0.20907825501967348
734,MAE difference (pp),MLP minus Zero growth,0.009081759622428187
734,MAE difference (pp),MLP minus Ridge,-0.028581967692067334
734,MAE difference (pp),Seasonal median minus Zero growth,-0.10315379804360747
735,Precision difference (pp),Ridge minus Size-only Ridge,1.6617405501558409
735,Precision difference (pp),MLP minus Ridge,-0.07987859474309633
735,MAE difference (pp),MLP minus Zero growth,0.022923208317615185
735,MAE difference (pp),MLP minus Ridge,-0.002758348628480789
735,MAE difference (pp),Seasonal median minus Zero growth,-0.10883249317876587
736,Precision difference (pp),Ridge minus Size-only Ridge,3.9078579151756916
736,Precision difference (pp),MLP minus Ridge,-1.2578661860698865
736,MAE difference (pp),MLP minus Zero growth,0.017949669929922862
736,MAE difference (pp),MLP minus Ridge,-0.041458908710707565
736,MAE difference (pp),Seasonal median minus Zero growth,-0.09697402251254239
737,Precision difference (pp),Ridge minus Size-only Ridge,2.740922980789745
737,Precision difference (pp),MLP minus Ridge,0.6389862289515214
737,MAE difference (pp),MLP minus Zero growth,0.04873738010204365
737,MAE difference (pp),MLP minus Ridge,0.017318017563303645
737,MAE difference (pp),Seasonal median minus Zero growth,-0.10927949393685799
738,Precision difference (pp),Ridge minus Size-only Ridge,4.160193239985685
738,Precision difference (pp),MLP minus Ridge,-1.5155290644523727
738,MAE difference (pp),MLP minus Zero growth,0.047027474065935326
738,MAE difference (pp),MLP minus Ridge,-0.016736312733594882
738,MAE difference (pp),Seasonal median minus Zero growth,-0.0893632641685107
739,Precision difference (pp),Ridge minus Size-only Ridge,4.061591743812132
739,Precision difference (pp),MLP minus Ridge,0.049799745007239604
739,MAE difference (pp),MLP minus Zero growth,0.018943748467948218
739,MAE difference (pp),MLP minus Ridge,-0.01772258773366797
739,MAE difference (pp),Seasonal median minus Zero growth,-0.1088568409077002
740,Precision difference (pp),Ridge minus Size-only Ridge,4.6063544023232925
740,Precision difference (pp),MLP minus Ridge,-0.9395929889955829
740,MAE difference (pp),MLP minus Zero growth,0.014426854541803813
740,MAE difference (pp),MLP minus Ridge,-0.016131715751440012
740,MAE difference (pp),Seasonal median minus Zero growth,-0.10091939776282999
741,Precision difference (pp),Ridge minus Size-only Ridge,1.4380759176870872
741,Precision difference (pp),MLP minus Ridge,0.790865917436584
741,MAE difference (pp),MLP minus Zero growth,0.04363789817204955
741,MAE difference (pp),MLP minus Ridge,-0.0030843972413423515
741,MAE difference (pp),Seasonal median minus Zero growth,-0.10415687162902865
742,Precision difference (pp),Ridge minus Size-only Ridge,2.989325076178359
742,Precision difference (pp),MLP minus Ridge,0.35022350062398344
742,MAE difference (pp),MLP minus Zero growth,0.06111504256564526
742,MAE difference (pp),MLP minus Ridge,-0.003073817386884947
742,MAE difference (pp),Seasonal median minus Zero growth,-0.08982277990600052
743,Precision difference (pp),Ridge minus Size-only Ridge,4.4227747081045985
743,Precision difference (pp),MLP minus Ridge,-3.1557113873237066
743,MAE difference (pp),MLP minus Zero growth,0.01280836082092307
743,MAE difference (pp),MLP minus Ridge,-0.0009524558649203207
743,MAE difference (pp),Seasonal median minus Zero growth,-0.1126319898756929
744,Precision difference (pp),Ridge minus Size-only Ridge,2.6656109051972243
744,Precision difference (pp),MLP minus Ridge,1.9341431979992163
744,MAE difference (pp),MLP minus Zero growth,0.0021333168644557254
744,MAE difference (pp),MLP minus Ridge,-0.017441701296118328
744,MAE difference (pp),Seasonal median minus Zero growth,-0.10331824495219433
745,Precision difference (pp),Ridge minus Size-only Ridge,4.584880295308263
745,Precision difference (pp),MLP minus Ridge,0.005805088263383107
745,MAE difference (pp),MLP minus Zero growth,0.010163583806191312
745,MAE difference (pp),MLP minus Ridge,-0.014145443689145942
745,MAE difference (pp),Seasonal median minus Zero growth,-0.10539575785253597
746,Precision difference (pp),Ridge minus Size-only Ridge,1.649521538322543
746,Precision difference (pp),MLP minus Ridge,0.389001171958947
746,MAE difference (pp),MLP minus Zero growth,-0.013492814136368825
746,MAE difference (pp),MLP minus Ridge,-0.04216189752982302
746,MAE difference (pp),Seasonal median minus Zero growth,-0.09452608260192008
747,Precision difference (pp),Ridge minus Size-only Ridge,2.3498122271115336
747,Precision difference (pp),MLP minus Ridge,0.8871101916398727
747,MAE difference (pp),MLP minus Zero growth,0.05429933154331135
747,MAE difference (pp),MLP minus Ridge,0.014373364819162404
747,MAE difference (pp),Seasonal median minus Zero growth,-0.0974449989065489
748,Precision difference (pp),Ridge minus Size-only Ridge,1.6017779150502092
748,Precision difference (pp),MLP minus Ridge,1.1178496744147781
748,MAE difference (pp),MLP minus Zero growth,0.020797037925340156
748,MAE difference (pp),MLP minus Ridge,-0.01616196617309429
748,MAE difference (pp),Seasonal median minus Zero growth,-0.10028069650636251
749,Precision difference (pp),Ridge minus Size-only Ridge,2.6189276199673373
749,Precision difference (pp),MLP minus Ridge,1.0070288576869117
749,MAE difference (pp),MLP minus Zero growth,0.03600445045406886
749,MAE difference (pp),MLP minus Ridge,-0.008069950360759748
749,MAE difference (pp),Seasonal median minus Zero growth,-0.10065383650189297
750,Precision difference (pp),Ridge minus Size-only Ridge,3.691629616963199
750,Precision difference (pp),MLP minus Ridge,-0.47558173223688494
750,MAE difference (pp),MLP minus Zero growth,0.01446838148621854
750,MAE difference (pp),MLP minus Ridge,-0.018545069534991576
750,MAE difference (pp),Seasonal median minus Zero growth,-0.11000390049533282
751,Precision difference (pp),Ridge minus Size-only Ridge,3.624569361221941
751,Precision difference (pp),MLP minus Ridge,-0.700016394909625
751,MAE difference (pp),MLP minus Zero growth,0.04289170538452369
751,MAE difference (pp),MLP minus Ridge,-0.013215896874091193
751,MAE difference (pp),Seasonal median minus Zero growth,-0.0982478880448947
752,Precision difference (pp),Ridge minus Size-only Ridge,4.690099651187496
752,Precision difference (pp),MLP minus Ridge,-0.7408938368980378
752,MAE difference (pp),MLP minus Zero growth,0.03194777111328451
752,MAE difference (pp),MLP minus Ridge,-0.017093864073765452
752,MAE difference (pp),Seasonal median minus Zero growth,-0.0935294051983484
753,Precision difference (pp),Ridge minus Size-only Ridge,2.259538028313024
753,Precision difference (pp),MLP minus Ridge,-1.0830037203221927
753,MAE difference (pp),MLP minus Zero growth,0.057566390374634846
753,MAE difference (pp),MLP minus Ridge,0.002216521029411833
753,MAE difference (pp),Seasonal median minus Zero growth,-0.0930152131631643
754,Precision difference (pp),Ridge minus Size-only Ridge,0.4183788918078135
754,Precision difference (pp),MLP minus Ridge,-0.5316340702331529
754,MAE difference (pp),MLP minus Zero growth,0.022716729415293013
754,MAE difference (pp),MLP minus Ridge,0.0021646420350269757
754,MAE difference (pp),Seasonal median minus Zero growth,-0.11181709208321289
755,Precision difference (pp),Ridge minus Size-only Ridge,3.9998131180010805
755,Precision difference (pp),MLP minus Ridge,-1.2315267944229935
755,MAE difference (pp),MLP minus Zero growth,0.02157046234173965
755,MAE difference (pp),MLP minus Ridge,-0.016767751530135655
755,MAE difference (pp),Seasonal median minus Zero growth,-0.09566462755401206
756,Precision difference (pp),Ridge minus Size-only Ridge,2.7078066245377923
756,Precision difference (pp),MLP minus Ridge,0.524577855153055
756,MAE difference (pp),MLP minus Zero growth,0.021828509637233928
756,MAE difference (pp),MLP minus Ridge,-0.01075933436621579
756,MAE difference (pp),Seasonal median minus Zero growth,-0.10148403906512904
757,Precision difference (pp),Ridge minus Size-only Ridge,4.8294982541127185
757,Precision difference (pp),MLP minus Ridge,-1.5845320929657403
757,MAE difference (pp),MLP minus Zero growth,0.004132271912408392
757,MAE difference (pp),MLP minus Ridge,-0.023196320399137882
757,MAE difference (pp),Seasonal median minus Zero growth,-0.10290420401532385
758,Precision difference (pp),Ridge minus Size-only Ridge,3.473931563191654
758,Precision difference (pp),MLP minus Ridge,0.8566954123555875
758,MAE difference (pp),MLP minus Zero growth,0.018819501028672025
758,MAE difference (pp),MLP minus Ridge,-0.02644661305839069
758,MAE difference (pp),Seasonal median minus Zero growth,-0.09703975920257912
759,Precision difference (pp),Ridge minus Size-only Ridge,2.853950514143788
759,Precision difference (pp),MLP minus Ridge,0.3161547918537094
759,MAE difference (pp),MLP minus Zero growth,0.029881943318668558
759,MAE difference (pp),MLP minus Ridge,0.0034163959519841747
759,MAE difference (pp),Seasonal median minus Zero growth,-0.11061869892921683
760,Precision difference (pp),Ridge minus Size-only Ridge,2.708388061988465
760,Precision difference (pp),MLP minus Ridge,0.31721470677325003
760,MAE difference (pp),MLP minus Zero growth,0.029316578205753174
760,MAE difference (pp),MLP minus Ridge,-0.019407521483481016
760,MAE difference (pp),Seasonal median minus Zero growth,-0.08880510631081195
761,Precision difference (pp),Ridge minus Size-only Ridge,1.2333987586694155
761,Precision difference (pp),MLP minus Ridge,0.566707168526534
761,MAE difference (pp),MLP minus Zero growth,0.0596387674649792
761,MAE difference (pp),MLP minus Ridge,0.0018853668291063386
761,MAE difference (pp),Seasonal median minus Zero growth,-0.08989683299356921
762,Precision difference (pp),Ridge minus Size-only Ridge,-0.01043912530940272
762,Precision difference (pp),MLP minus Ridge,0.5291611103771077
762,MAE difference (pp),MLP minus Zero growth,0.04260325562770628
762,MAE difference (pp),MLP minus Ridge,0.002268369186139374
762,MAE difference (pp),Seasonal median minus Zero growth,-0.09879980126182586
763,Precision difference (pp),Ridge minus Size-only Ridge,3.5231103209688697
763,Precision difference (pp),MLP minus Ridge,0.3631318918927956
763,MAE difference (pp),MLP minus Zero growth,0.030107522605869352
763,MAE difference (pp),MLP minus Ridge,-0.015181570478296713
763,MAE difference (pp),Seasonal median minus Zero growth,-0.10229442675610967
764,Precision difference (pp),Ridge minus Size-only Ridge,6.478321947160739
764,Precision difference (pp),MLP minus Ridge,-0.8680811880704159
764,MAE difference (pp),MLP minus Zero growth,0.04606958384409454
764,MAE difference (pp),MLP minus Ridge,-0.03672198746070343
764,MAE difference (pp),Seasonal median minus Zero growth,-0.08803575893814575
765,Precision difference (pp),Ridge minus Size-only Ridge,1.9791797145362362
765,Precision difference (pp),MLP minus Ridge,-1.3016077864546116
765,MAE difference (pp),MLP minus Zero growth,0.022487261996924968
765,MAE difference (pp),MLP minus Ridge,-0.02456583323384809
765,MAE difference (pp),Seasonal median minus Zero growth,-0.10331437214823147
766,Precision difference (pp),Ridge minus Size-only Ridge,3.1771267736176165
766,Precision difference (pp),MLP minus Ridge,1.39934825338027
766,MAE difference (pp),MLP minus Zero growth,-0.011308618718133268
766,MAE difference (pp),MLP minus Ridge,-0.021230368753714757
766,MAE difference (pp),Seasonal median minus Zero growth,-0.1165220336571986
767,Precision difference (pp),Ridge minus Size-only Ridge,2.6405870691500635
767,Precision difference (pp),MLP minus Ridge,0.018594180267361704
767,MAE difference (pp),MLP minus Zero growth,0.04955293197168231
767,MAE difference (pp),MLP minus Ridge,0.002321431157398024
767,MAE difference (pp),Seasonal median minus Zero growth,-0.10148861569119294
768,Precision difference (pp),Ridge minus Size-only Ridge,0.7661441202551744
768,Precision difference (pp),MLP minus Ridge,1.628143406211191
768,MAE difference (pp),MLP minus Zero growth,0.011367254759892642
768,MAE difference (pp),MLP minus Ridge,-0.010691540861397897
768,MAE difference (pp),Seasonal median minus Zero growth,-0.10916499816555714
769,Precision difference (pp),Ridge minus Size-only Ridge,2.4523497177964564
769,Precision difference (pp),MLP minus Ridge,0.34938949219648074
769,MAE difference (pp),MLP minus Zero growth,0.004319646027781232
769,MAE difference (pp),MLP minus Ridge,-0.024202082455125673
769,MAE difference (pp),Seasonal median minus Zero growth,-0.10526215258480542
770,Precision difference (pp),Ridge minus Size-only Ridge,4.4301755564256755
770,Precision difference (pp),MLP minus Ridge,-0.22313902487706982
770,MAE difference (pp),MLP minus Zero growth,0.03096134497089542
770,MAE difference (pp),MLP minus Ridge,-0.006557879638595665
770,MAE difference (pp),Seasonal median minus Zero growth,-0.11155294976207752
771,Precision difference (pp),Ridge minus Size-only Ridge,3.9126456127387854
771,Precision difference (pp),MLP minus Ridge,-0.8771524922079055
771,MAE difference (pp),MLP minus Zero growth,0.028364099205460125
771,MAE difference (pp),MLP minus Ridge,-0.018333132446946454
771,MAE difference (pp),Seasonal median minus Zero growth,-0.09557414154591104
772,Precision difference (pp),Ridge minus Size-only Ridge,3.744143154819293
772,Precision difference (pp),MLP minus Ridge,0.3381695805482615
772,MAE difference (pp),MLP minus Zero growth,0.04486611406755081
772,MAE difference (pp),MLP minus Ridge,-0.002569199642312281
772,MAE difference (pp),Seasonal median minus Zero growth,-0.10310925789461889
773,Precision difference (pp),Ridge minus Size-only Ridge,1.319258330581294
773,Precision difference (pp),MLP minus Ridge,-1.1888256614933952
773,MAE difference (pp),MLP minus Zero growth,0.045581239542338725
773,MAE difference (pp),MLP minus Ridge,-0.003314593069870142
773,MAE difference (pp),Seasonal median minus Zero growth,-0.09426521153070899
774,Precision difference (pp),Ridge minus Size-only Ridge,4.639598518975219
774,Precision difference (pp),MLP minus Ridge,-0.6150703218972403
774,MAE difference (pp),MLP minus Zero growth,-0.026112853273598358
774,MAE difference (pp),MLP minus Ridge,-0.030020127131366703
774,MAE difference (pp),Seasonal median minus Zero growth,-0.10911332686539454
775,Precision difference (pp),Ridge minus Size-only Ridge,3.2418113612050767
775,Precision difference (pp),MLP minus Ridge,-0.36133951449724144
775,MAE difference (pp),MLP minus Zero growth,0.061322477627998584
775,MAE difference (pp),MLP minus Ridge,0.02137859112922813
775,MAE difference (pp),Seasonal median minus Zero growth,-0.10371472057292364
776,Precision difference (pp),Ridge minus Size-only Ridge,2.2551300629249758
776,Precision difference (pp),MLP minus Ridge,1.0492356656424535
776,MAE difference (pp),MLP minus Zero growth,0.04724527972630366
776,MAE difference (pp),MLP minus Ridge,-0.012827316514359755
776,MAE difference (pp),Seasonal median minus Zero growth,-0.10268359013270967
777,Precision difference (pp),Ridge minus Size-only Ridge,5.04416914659736
777,Precision difference (pp),MLP minus Ridge,-2.9372931951342993
777,MAE difference (pp),MLP minus Zero growth,0.029889890341259218
777,MAE difference (pp),MLP minus Ridge,-0.024331563870637396
777,MAE difference (pp),Seasonal median minus Zero growth,-0.09461227656370585
778,Precision difference (pp),Ridge minus Size-only Ridge,1.6970371258817978
778,Precision difference (pp),MLP minus Ridge,0.19865914675525898
778,MAE difference (pp),MLP minus Zero growth,0.01957765372415121
778,MAE difference (pp),MLP minus Ridge,-0.003048939375073445
778,MAE difference (pp),Seasonal median minus Zero growth,-0.10822557743847083
779,Precision difference (pp),Ridge minus Size-only Ridge,1.9091309024115322
779,Precision difference (pp),MLP minus Ridge,2.6446632572915685
779,MAE difference (pp),MLP minus Zero growth,0.0110702897803594
779,MAE difference (pp),MLP minus Ridge,-0.018382272152596357
779,MAE difference (pp),Seasonal median minus Zero growth,-0.11891782574889875
780,Precision difference (pp),Ridge minus Size-only Ridge,5.399233825412736
780,Precision difference (pp),MLP minus Ridge,-4.152519954295123
780,MAE difference (pp),MLP minus Zero growth,-0.0015493766900016581
780,MAE difference (pp),MLP minus Ridge,0.00016918886172101466
780,MAE difference (pp),Seasonal median minus Zero growth,-0.11056506346171968
781,Precision difference (pp),Ridge minus Size-only Ridge,2.208465737028992
781,Precision difference (pp),MLP minus Ridge,-0.9105699174611848
781,MAE difference (pp),MLP minus Zero growth,0.03586065950656003
781,MAE difference (pp),MLP minus Ridge,0.009487049756155663
781,MAE difference (pp),Seasonal median minus Zero growth,-0.10908146744344371
782,Precision difference (pp),Ridge minus Size-only Ridge,1.712720271522858
782,Precision difference (pp),MLP minus Ridge,2.4481944876349333
782,MAE difference (pp),MLP minus Zero growth,0.013793731244722718
782,MAE difference (pp),MLP minus Ridge,-0.018689516360073544
782,MAE difference (pp),Seasonal median minus Zero growth,-0.09357503375984022
783,Precision difference (pp),Ridge minus Size-only Ridge,5.37534187706912
783,Precision difference (pp),MLP minus Ridge,-0.6631629107867965
783,MAE difference (pp),MLP minus Zero growth,0.03845624444168294
783,MAE difference (pp),MLP minus Ridge,-0.00900568536598012
783,MAE difference (pp),Seasonal median minus Zero growth,-0.09778226597140716
784,Precision difference (pp),Ridge minus Size-only Ridge,4.960644536016639
784,Precision difference (pp),MLP minus Ridge,-1.1079044757607848
784,MAE difference (pp),MLP minus Zero growth,0.020896084185050512
784,MAE difference (pp),MLP minus Ridge,-0.01341115965594808
784,MAE difference (pp),Seasonal median minus Zero growth,-0.10508114997145057
785,Precision difference (pp),Ridge minus Size-only Ridge,2.4533611411655665
785,Precision difference (pp),MLP minus Ridge,0.17628943159826715
785,MAE difference (pp),MLP minus Zero growth,0.040281106266689015
785,MAE difference (pp),MLP minus Ridge,-0.00941820229381829
785,MAE difference (pp),Seasonal median minus Zero growth,-0.10779937577247845
786,Precision difference (pp),Ridge minus Size-only Ridge,3.8550947719765194
786,Precision difference (pp),MLP minus Ridge,0.630759012465193
786,MAE difference (pp),MLP minus Zero growth,0.08037858451099611
786,MAE difference (pp),MLP minus Ridge,-0.0033410570959020447
786,MAE difference (pp),Seasonal median minus Zero growth,-0.08066285232005477
787,Precision difference (pp),Ridge minus Size-only Ridge,2.956263431019035
787,Precision difference (pp),MLP minus Ridge,-1.0873883814593477
787,MAE difference (pp),MLP minus Zero growth,0.0341782553583192
787,MAE difference (pp),MLP minus Ridge,-0.010485825443413255
787,MAE difference (pp),Seasonal median minus Zero growth,-0.09731261730015506
788,Precision difference (pp),Ridge minus Size-only Ridge,3.4405573981861783
788,Precision difference (pp),MLP minus Ridge,-2.9656711554220645
788,MAE difference (pp),MLP minus Zero growth,0.03789395327443312
788,MAE difference (pp),MLP minus Ridge,-0.008506704070354143
788,MAE difference (pp),Seasonal median minus Zero growth,-0.10480816342820365
789,Precision difference (pp),Ridge minus Size-only Ridge,2.559271378707667
789,Precision difference (pp),MLP minus Ridge,1.210836545327179
789,MAE difference (pp),MLP minus Zero growth,0.04204321492437346
789,MAE difference (pp),MLP minus Ridge,-0.005444930900726064
789,MAE difference (pp),Seasonal median minus Zero growth,-0.10159157863408463
790,Precision difference (pp),Ridge minus Size-only Ridge,1.9711252642032688
790,Precision difference (pp),MLP minus Ridge,0.28390772590592417
790,MAE difference (pp),MLP minus Zero growth,0.018598946856574372
790,MAE difference (pp),MLP minus Ridge,-0.017946672699031385
790,MAE difference (pp),Seasonal median minus Zero growth,-0.1088901123459527
791,Precision difference (pp),Ridge minus Size-only Ridge,3.8186219711024787
791,Precision difference (pp),MLP minus Ridge,-0.5661591811431471
791,MAE difference (pp),MLP minus Zero growth,0.024205654142184674
791,MAE difference (pp),MLP minus Ridge,-0.0032962918372207994
791,MAE difference (pp),Seasonal median minus Zero growth,-0.11053803225854253
792,Precision difference (pp),Ridge minus Size-only Ridge,3.3823869201754757
792,Precision difference (pp),MLP minus Ridge,-0.09431356302581628
792,MAE difference (pp),MLP minus Zero growth,0.015387906009761476
792,MAE difference (pp),MLP minus Ridge,-0.00716624735175353
792,MAE difference (pp),Seasonal median minus Zero growth,-0.11287339554330122
793,Precision difference (pp),Ridge minus Size-only Ridge,0.7073785902986851
793,Precision difference (pp),MLP minus Ridge,1.3033092513849265
793,MAE difference (pp),MLP minus Zero growth,0.02238767645014894
793,MAE difference (pp),MLP minus Ridge,-0.01860120782980257
793,MAE difference (pp),Seasonal median minus Zero growth,-0.10300478898077481
794,Precision difference (pp),Ridge minus Size-only Ridge,2.7569495927113525
794,Precision difference (pp),MLP minus Ridge,0.9980984171535756
794,MAE difference (pp),MLP minus Zero growth,0.04557680098219219
794,MAE difference (pp),MLP minus Ridge,-0.006263933265126642
794,MAE difference (pp),Seasonal median minus Zero growth,-0.0961117630045556
795,Precision difference (pp),Ridge minus Size-only Ridge,1.7250404642060762
795,Precision difference (pp),MLP minus Ridge,-0.371870378256145
795,MAE difference (pp),MLP minus Zero growth,0.04131035554136275
795,MAE difference (pp),MLP minus Ridge,-0.01414056745958625
795,MAE difference (pp),Seasonal median minus Zero growth,-0.09851084670186205
796,Precision difference (pp),Ridge minus Size-only Ridge,4.176049910916108
796,Precision difference (pp),MLP minus Ridge,0.2874360050503927
796,MAE difference (pp),MLP minus Zero growth,0.03122532191847993
796,MAE difference (pp),MLP minus Ridge,-0.004020192151354962
796,MAE difference (pp),Seasonal median minus Zero growth,-0.1041874119104329
797,Precision difference (pp),Ridge minus Size-only Ridge,0.6072867962048895
797,Precision difference (pp),MLP minus Ridge,1.8667857499948122
797,MAE difference (pp),MLP minus Zero growth,0.03758702469338493
797,MAE difference (pp),MLP minus Ridge,5.238607396096384e-05
797,MAE difference (pp),Seasonal median minus Zero growth,-0.0982136767875148
798,Precision difference (pp),Ridge minus Size-only Ridge,2.6357423307150296
798,Precision difference (pp),MLP minus Ridge,1.9862097059907324
798,MAE difference (pp),MLP minus Zero growth,0.05036703515185259
798,MAE difference (pp),MLP minus Ridge,-0.012625749274048026
798,MAE difference (pp),Seasonal median minus Zero growth,-0.09620367364227533
799,Precision difference (pp),Ridge minus Size-only Ridge,2.0572101887032983
799,Precision difference (pp),MLP minus Ridge,1.329933480537346
799,MAE difference (pp),MLP minus Zero growth,0.05716786610277502
799,MAE difference (pp),MLP minus Ridge,-0.00026660663995148326
799,MAE difference (pp),Seasonal median minus Zero growth,-0.08951684466468679
800,Precision difference (pp),Ridge minus Size-only Ridge,2.365624879348563
800,Precision difference (pp),MLP minus Ridge,-0.7808151974403627
800,MAE difference (pp),MLP minus Zero growth,0.004704636362889758
800,MAE difference (pp),MLP minus Ridge,-0.02440096100054312
800,MAE difference (pp),Seasonal median minus Zero growth,-0.10702535204370056
801,Precision difference (pp),Ridge minus Size-only Ridge,3.385924567421614
801,Precision difference (pp),MLP minus Ridge,-1.2306123610488606
801,MAE difference (pp),MLP minus Zero growth,0.02650112144343586
801,MAE difference (pp),MLP minus Ridge,-0.02454058892904154
801,MAE difference (pp),Seasonal median minus Zero growth,-0.10193930365398174
802,Precision difference (pp),Ridge minus Size-only Ridge,4.7605461780625715
802,Precision difference (pp),MLP minus Ridge,-0.041146526409260864
802,MAE difference (pp),MLP minus Zero growth,0.0009858406819938104
802,MAE difference (pp),MLP minus Ridge,-0.026997497128017134
802,MAE difference (pp),Seasonal median minus Zero growth,-0.10080908342286277
803,Precision difference (pp),Ridge minus Size-only Ridge,2.6273892161846613
803,Precision difference (pp),MLP minus Ridge,-1.1325974375435588
803,MAE difference (pp),MLP minus Zero growth,0.023672876060997883
803,MAE difference (pp),MLP minus Ridge,-0.016462063564679497
803,MAE difference (pp),Seasonal median minus Zero growth,-0.10286306323181194
804,Precision difference (pp),Ridge minus Size-only Ridge,3.9989765367493932
804,Precision difference (pp),MLP minus Ridge,1.8855628543008622
804,MAE difference (pp),MLP minus Zero growth,-0.024774178884504394
804,MAE difference (pp),MLP minus Ridge,-0.05330328784808325
804,MAE difference (pp),Seasonal median minus Zero growth,-0.09717150782260875
805,Precision difference (pp),Ridge minus Size-only Ridge,4.164930869874814
805,Precision difference (pp),MLP minus Ridge,-1.7462621785831411
805,MAE difference (pp),MLP minus Zero growth,0.06260631632428026
805,MAE difference (pp),MLP minus Ridge,-0.016356798912476656
805,MAE difference (pp),Seasonal median minus Zero growth,-0.08137482949533403
806,Precision difference (pp),Ridge minus Size-only Ridge,2.52275514293874
806,Precision difference (pp),MLP minus Ridge,0.3781710347235928
806,MAE difference (pp),MLP minus Zero growth,0.04619638383810054
806,MAE difference (pp),MLP minus Ridge,0.006444119596252573
